Setting	Current1	Current2	Current3	Current4	Current5	Current6	Current7	Current8	15	263	27	275	43	291	75	323	141	389	153	401	169	417	201	449	1	2	4	8	16	32	64	128	256	3	5	9	17	33	65	129	257	6	10	18	34	66	130	258	12	20	36	68	132	260	24	40	72	136	264	48	80	144	272	96	160	288	192	320	384
1	3.9772	7.9135	4.0416	1.7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135658	2534	229828	6268	2538	3564	5280	5576	3912	2	3018	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3.9772	7.9135	4.0416	1.7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135773	2653	231056	6279	2520	3595	5280	5615	3880	2	4150	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3.9772	7.9135	4.0416	1.7228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135440	2549	230572	6121	2473	3365	5209	5330	3773	1	5302	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3.9772	7.9135	4.0416	1.7341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136526	2601	231879	6279	2490	3293	5111	5477	3713	0	6365	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3.9772	7.9135	4.0416	1.7453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136105	2602	230572	6195	2462	3352	5044	5479	3764	0	6903	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	3.9772	7.9135	4.0416	1.7564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136129	2627	229470	6418	2527	3565	5177	5554	3997	0	7274	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3.9772	7.9135	4.0416	1.7675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136482	2595	230030	6483	2416	3524	5202	5561	3828	0	7315	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3.9772	7.9135	4.0416	1.7785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135826	2746	229563	6487	2599	3416	5453	5655	3914	1	6951	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	3.9772	7.9135	4.0416	1.7894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136257	2622	230519	6351	2487	3550	5087	5593	3783	0	6117	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	3.9772	7.9135	4.0416	1.8003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134200	2567	226854	6251	2536	3471	5298	5518	3963	1	5154	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
