Setting	Current1	Current2	Current3	Current4	Current5	Current6	Current7	Current8	15	263	27	275	43	291	75	323	141	389	153	401	169	417	201	449	1	2	4	8	16	32	64	128	256	3	5	9	17	33	65	129	257	6	10	18	34	66	130	258	12	20	36	68	132	260	24	40	72	136	264	48	80	144	272	96	160	288	192	320	384
1	1.6715	1.7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399533	2049	490267	10561	3975	274089	8628	272705	9159	0	10757	1	0	563	1	528	1	0	0	0	0	0	0	0	0	0	635	1	584	3	0	0	0	0	0	0	0	2	0	1	4040	0	0	0	1
2	1.6715	1.7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399041	2042	492447	10527	4113	274352	8909	273100	9085	1	9535	2	0	1215	1	1181	0	0	0	0	0	0	0	0	1	1	1374	1	1374	1	0	2	0	0	0	0	0	1	0	1	3704	0	1	0	0
3	1.6715	1.7228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399892	2020	492089	10720	3981	274996	8721	274344	9185	0	7874	1	0	1987	2	2053	1	0	0	0	0	0	0	0	0	0	2443	1	2397	3	0	0	0	1	0	0	0	0	0	1	3002	1	1	0	1
4	1.6715	1.7340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403340	2038	495282	10620	4038	275562	8711	274697	9360	0	6184	1	0	3161	0	3050	1	0	0	0	0	0	0	0	3	1	3680	1	3648	1	0	1	0	0	0	0	0	1	0	0	2406	0	0	0	1
5	1.6715	1.7452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401525	2007	495919	10542	4012	274828	8456	273680	9268	0	4361	0	0	4052	1	3956	0	0	0	0	0	0	0	0	2	0	4969	0	4845	0	0	1	0	0	0	0	0	0	0	1	1657	0	0	0	0
6	1.6715	1.7564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403468	1984	496723	10425	4005	275112	8481	274274	9028	0	2715	0	1	4914	2	4889	1	1	0	0	0	0	0	0	0	0	6088	0	5880	1	0	0	0	0	0	0	0	0	0	1	1129	0	1	0	1
7	1.6715	1.7674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405432	1894	499756	10395	3862	276879	8415	275027	9162	0	1400	1	0	5891	0	5558	1	0	0	0	0	0	0	0	1	1	7004	0	6807	2	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0
8	1.6715	1.7784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404123	2062	499054	10622	4069	275787	8657	274008	9431	0	622	0	0	6341	2	6058	1	0	0	0	1	0	0	0	0	1	7791	2	7337	2	0	1	0	0	0	0	0	2	0	1	203	3	0	0	0
9	1.6715	1.7893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405645	1959	502463	10567	3979	276195	8506	274102	9037	1	285	1	1	6577	0	6283	0	1	0	0	0	0	0	0	1	0	7794	0	7789	0	0	1	0	2	0	0	0	0	0	0	82	0	1	0	2
10	1.6715	1.8002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406983	2061	502380	10607	4086	277220	8608	275834	9193	2	622	1	0	6378	0	6253	0	0	0	0	0	0	0	0	0	0	7831	1	7386	1	0	0	0	1	0	0	0	0	0	0	193	0	2	0	1
11	1.6715	1.8110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408410	2036	503452	10548	4014	279997	8480	277932	9229	0	1563	2	0	6004	1	5767	0	2	0	0	0	0	0	0	1	1	7129	1	6794	0	0	1	0	1	0	0	0	0	0	0	483	1	0	0	0
12	1.6715	1.8217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407068	1967	502688	10321	3883	278932	8398	276823	9094	0	2980	2	0	5224	1	4865	0	0	0	0	1	0	0	0	1	1	6179	0	6004	2	0	1	0	0	0	0	0	0	0	0	1029	0	0	0	1
13	1.6715	1.8324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407925	2049	501495	10457	3942	279913	8653	277169	9278	0	4717	0	1	4309	1	4013	0	1	0	0	0	0	0	0	2	0	4987	1	4864	1	0	2	0	0	0	0	0	0	0	1	1649	1	0	0	0
14	1.6715	1.8430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404086	2038	498183	10801	4250	277930	8583	275499	9258	0	6613	0	0	3020	0	2960	1	0	0	0	2	0	1	0	1	0	3823	0	3702	1	0	0	0	0	0	0	0	0	0	0	2318	0	0	0	0
15	1.6715	1.8535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403497	2102	496966	10616	4161	277499	8710	275736	9256	0	8520	1	1	1948	1	1976	3	0	0	0	0	0	0	0	1	0	2418	1	2347	1	0	0	0	0	0	0	0	0	0	1	3159	0	0	0	1
16	1.6715	1.8640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402331	1981	495909	10487	4002	276912	8511	274925	9268	0	10168	1	1	1173	0	1093	0	0	0	0	1	0	0	0	1	0	1435	1	1293	0	0	1	0	2	0	0	0	0	0	0	3547	0	0	0	0
17	1.6715	1.8744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401834	1945	494352	10612	4047	274901	8673	275013	9240	0	11190	0	1	522	1	514	1	0	0	0	0	0	0	0	1	1	635	0	597	1	0	0	1	0	0	1	0	0	0	1	4039	0	2	0	1
18	1.6715	1.8848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403071	1937	495692	10377	3925	276418	8580	275471	9270	0	11862	3	0	170	1	145	2	0	0	0	0	0	0	0	0	1	184	2	154	0	0	0	0	0	0	0	0	0	0	1	4281	0	0	0	1
19	1.6715	1.8951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401470	1997	492796	10506	3936	275931	8774	274872	9133	0	11649	0	0	126	1	123	0	0	0	0	0	0	0	0	0	1	165	2	165	1	0	0	0	0	0	0	0	0	0	1	4287	1	1	0	0
20	1.6715	1.9053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402407	1933	494753	10738	4088	275584	8763	274388	9198	0	11103	0	1	460	0	488	0	2	0	0	0	0	0	0	5	0	590	0	590	1	0	0	0	0	0	0	0	0	0	1	4056	0	0	0	1
21	1.6715	1.9155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404210	1944	498489	10526	3960	278148	8542	275388	9182	0	9942	1	0	1131	0	1107	1	0	0	0	0	0	0	0	1	0	1308	0	1327	1	0	1	0	2	0	0	0	0	0	0	3767	1	0	0	1
22	1.6715	1.9257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407000	2014	502860	10363	3890	278704	8461	276603	8938	0	8540	1	0	2042	0	2032	0	1	0	0	0	0	1	0	0	0	2446	2	2401	0	0	0	0	0	0	1	0	0	0	2	3233	0	0	0	0
23	1.6715	1.9358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407236	2023	499859	10878	3997	279208	8621	277020	9321	2	6445	2	2	3074	1	3035	0	0	0	0	1	0	0	0	1	0	3740	0	3580	0	0	0	0	0	1	0	0	1	0	2	2535	0	1	0	1
24	1.6715	1.9458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406389	2163	498798	10554	4148	277292	8765	275976	9336	0	4555	0	0	4083	0	3992	1	0	0	0	0	0	0	0	1	0	4912	0	4750	2	0	2	0	0	0	0	0	0	0	0	1791	2	1	0	0
25	1.6715	1.9558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408792	1973	502129	10519	3998	278146	8372	276793	9177	0	2784	0	0	5105	1	5038	0	0	0	0	0	0	0	0	0	1	6187	3	5973	2	0	0	0	1	0	0	0	0	0	2	1125	0	0	0	0
